customer_id,plan,billing_cycle,company_size,seats,monthly_revenue,acquisition_channel,signup_date,churn_date,churned,churn_reason,support_tickets_12mo,nps_score,feature_usage_pct,upgraded,risk_category
CUST-0408,Starter,Monthly,51-200,75,350.9,"Paid Ads",2025-10-14,NULL,No,,10,8,92,No,"Low Risk"
CUST-0409,Starter,Monthly,1-10,8,59.45,Referral,2025-04-01,2025-04-19,Yes,"Poor Support",11,2,27,No,"High Risk"
CUST-0410,Professional,Monthly,201-500,125,1548.4,Referral,2022-03-17,2023-06-19,Yes,"Price Too High",14,4,12,No,"High Risk"
CUST-0411,Professional,Monthly,201-500,92,1157.35,"Paid Ads",2024-08-28,2025-10-02,Yes,"Price Too High",13,1,18,No,"High Risk"
CUST-0412,Professional,Monthly,51-200,45,600.4,"Paid Ads",2022-11-25,2023-05-25,Yes,"No Longer Needed",8,4,24,No,"High Risk"
CUST-0413,Business,Annual,201-500,49,1387.03,Partner,2022-10-13,NULL,No,,0,9,95,No,"Low Risk"
CUST-0414,Business,Monthly,201-500,137,4258.6,Referral,2023-07-23,2024-08-12,Yes,"Missing Features",15,1,25,No,"High Risk"
CUST-0415,Starter,Monthly,11-50,13,81.2,"Social Media",2024-09-08,2024-10-15,Yes,"Switched Competitor",7,3,45,No,"High Risk"
CUST-0416,Business,Annual,11-50,14,498.99,"Social Media",2025-02-18,2025-05-18,Yes,"Missing Features",13,1,33,No,"High Risk"
CUST-0417,Starter,Annual,11-50,18,87.51,"Organic Search",2024-08-17,2024-10-30,Yes,"Price Too High",10,1,36,No,"High Risk"
CUST-0418,Starter,Monthly,1-10,2,33.35,"Social Media",2022-10-05,2023-07-03,Yes,"Switched Competitor",11,1,37,No,"High Risk"
CUST-0419,Professional,Annual,201-500,143,1497.45,"Organic Search",2022-04-04,NULL,No,,2,9,29,Yes,"Low Usage Only"
CUST-0420,Professional,Monthly,1-10,8,161.95,Referral,2022-03-07,2024-02-27,Yes,"Missing Features",7,2,10,No,"High Risk"
CUST-0421,Professional,Monthly,500+,185,2259.4,"Paid Ads",2022-09-26,2023-01-27,Yes,"Poor Support",10,6,29,No,"High Risk"
CUST-0422,Professional,Monthly,51-200,59,766.3,"Social Media",2023-04-14,NULL,No,,3,7,92,Yes,"Low Risk"
CUST-0423,Starter,Monthly,11-50,15,89.9,Referral,2023-10-29,2024-06-25,Yes,"Price Too High",4,5,20,No,"High Risk"
CUST-0424,Starter,Monthly,1-10,5,46.4,Referral,2023-04-25,2024-08-21,Yes,"Budget Cuts",11,6,50,No,"Low NPS Only"
CUST-0425,Starter,Monthly,1-10,6,50.75,Referral,2025-03-15,2025-07-31,Yes,"No Longer Needed",6,2,22,No,"High Risk"
CUST-0426,Business,Monthly,1-10,7,378.1,"Organic Search",2024-03-06,NULL,No,,10,10,68,Yes,"Low Risk"
CUST-0427,Starter,Annual,51-200,79,313.05,"Paid Ads",2024-12-25,NULL,No,,6,7,37,No,"Low Usage Only"
CUST-0428,Starter,Monthly,11-50,11,72.5,"Organic Search",2025-10-18,NULL,No,,1,4,24,No,"High Risk"
CUST-0429,Professional,Monthly,11-50,15,244.9,"Paid Ads",2025-06-09,NULL,No,,8,5,32,No,"High Risk"
CUST-0430,Business,Monthly,11-50,20,766.15,Referral,2025-11-05,NULL,No,,2,9,39,No,"Low Usage Only"
CUST-0431,Starter,Annual,11-50,27,120.78,"Organic Search",2025-10-03,NULL,No,,3,8,22,No,"Low Usage Only"
CUST-0432,Professional,Annual,51-200,28,339.11,"Organic Search",2025-05-10,NULL,No,,2,1,51,No,"Low NPS Only"
CUST-0433,Enterprise,Monthly,11-50,25,2295.4,"Organic Search",2023-08-13,2024-02-25,Yes,"No Longer Needed",1,1,34,No,"High Risk"
CUST-0434,Starter,Annual,500+,222,841.8,Referral,2022-10-17,2024-12-05,Yes,"Poor Support",8,2,47,No,"High Risk"
CUST-0435,Starter,Monthly,1-10,4,42.05,Referral,2023-02-09,2023-08-27,Yes,"Poor Support",5,3,10,No,"High Risk"
CUST-0436,Business,Annual,51-200,48,1361.66,"Paid Ads",2022-12-11,2024-11-04,Yes,"Company Closed",7,1,28,No,"High Risk"
CUST-0437,Starter,Monthly,11-50,6,50.75,Referral,2023-04-10,2023-06-09,Yes,"Poor Support",5,3,18,No,"High Risk"
CUST-0438,Starter,Annual,51-200,44,183.64,"Paid Ads",2024-11-01,2024-11-03,Yes,"Price Too High",5,6,31,No,"High Risk"
CUST-0439,Business,Monthly,500+,62,2019.85,"Direct Sales",2025-06-08,2025-07-18,Yes,"Company Closed",9,4,34,No,"High Risk"
CUST-0440,Business,Annual,1-10,8,346.76,Referral,2025-12-01,NULL,No,,1,10,50,No,"Low Risk"
CUST-0441,Professional,Annual,201-500,88,943.46,"Paid Ads",2023-08-13,2024-01-17,Yes,"Switched Competitor",8,4,44,No,"High Risk"
CUST-0442,Business,Annual,51-200,54,1513.89,"Paid Ads",2024-04-05,NULL,No,,10,10,33,Yes,"Low Usage Only"
CUST-0443,Professional,Monthly,51-200,58,754.45,"Organic Search",2023-06-28,NULL,No,,11,5,84,No,"Low NPS Only"
CUST-0444,Business,Monthly,1-10,5,318.4,"Organic Search",2023-10-24,NULL,No,,9,9,59,Yes,"Low Risk"
CUST-0445,Starter,Monthly,500+,254,1129.55,Referral,2025-05-02,NULL,No,,2,7,42,No,"Low Usage Only"
CUST-0446,Business,Monthly,51-200,30,1064.65,"Paid Ads",2023-05-26,2024-03-13,Yes,"Price Too High",10,3,44,No,"High Risk"
CUST-0447,Starter,Monthly,1-10,5,46.4,"Direct Sales",2023-10-17,NULL,No,,0,9,46,No,"Low Usage Only"
CUST-0448,Business,Monthly,11-50,31,1094.5,"Paid Ads",2025-01-01,NULL,No,,1,9,69,No,"Low Risk"
CUST-0449,Business,Monthly,500+,71,2288.5,"Paid Ads",2024-02-12,2024-03-09,Yes,"No Longer Needed",7,2,24,No,"High Risk"
CUST-0450,Professional,Annual,11-50,8,137.66,Partner,2025-12-28,NULL,No,,0,8,38,No,"Low Usage Only"
CUST-0451,Business,Monthly,11-50,27,975.1,Partner,2023-03-01,NULL,No,,3,4,89,No,"Low NPS Only"
CUST-0452,Professional,Monthly,11-50,12,209.35,"Paid Ads",2025-06-13,NULL,No,,2,7,82,No,"Low Risk"
CUST-0453,Starter,Monthly,1-10,1,29,"Direct Sales",2023-09-24,2023-10-21,Yes,"Company Closed",2,1,27,No,"High Risk"
CUST-0454,Starter,Monthly,1-10,1,29,"Paid Ads",2025-07-09,2025-11-27,Yes,"Budget Cuts",12,3,49,No,"High Risk"
CUST-0455,Starter,Monthly,11-50,8,59.45,"Organic Search",2025-08-31,NULL,No,,4,7,34,No,"Low Usage Only"
CUST-0456,Professional,Annual,1-10,4,97.37,"Direct Sales",2023-05-17,NULL,No,,6,8,53,No,"Low Risk"
CUST-0457,Professional,Annual,51-200,39,449.9,"Direct Sales",2024-03-29,NULL,No,,0,5,58,No,"Low NPS Only"
CUST-0458,Business,Annual,201-500,73,1995.97,Referral,2025-04-02,NULL,No,,12,1,15,Yes,"High Risk"
CUST-0459,Professional,Monthly,11-50,7,150.1,Partner,2022-12-20,2023-11-02,Yes,"Missing Features",5,2,12,No,"High Risk"
CUST-0460,Business,Annual,11-50,33,981.07,Partner,2023-02-07,NULL,No,,1,8,89,No,"Low Risk"
CUST-0461,Starter,Monthly,1-10,3,37.7,Partner,2025-01-03,NULL,No,,10,7,60,No,"Low Risk"
CUST-0462,Professional,Annual,1-10,5,107.44,"Direct Sales",2025-06-09,NULL,No,,2,9,82,No,"Low Risk"
CUST-0463,Professional,Monthly,11-50,5,126.4,"Social Media",2022-07-06,2022-10-08,Yes,"No Longer Needed",1,2,17,No,"High Risk"
CUST-0464,Starter,Annual,51-200,59,239.1,"Paid Ads",2025-10-18,NULL,No,,12,9,72,No,"Low Risk"
CUST-0465,Professional,Monthly,1-10,1,79,"Direct Sales",2025-12-24,NULL,No,,11,5,84,No,"Low NPS Only"
CUST-0466,Business,Annual,51-200,35,1031.82,"Paid Ads",2024-04-27,NULL,No,,4,8,41,No,"Low Usage Only"
CUST-0467,Starter,Annual,201-500,112,435.07,Referral,2022-10-27,2023-06-19,Yes,"Switched Competitor",12,1,34,No,"High Risk"
CUST-0468,Enterprise,Annual,11-50,10,996.75,Referral,2024-05-12,NULL,No,,3,1,64,No,"Low NPS Only"
CUST-0469,Business,Annual,1-10,3,219.9,"Paid Ads",2025-12-19,NULL,No,,8,2,45,No,"High Risk"
CUST-0470,Professional,Monthly,1-10,5,126.4,"Direct Sales",2024-10-12,2025-04-09,Yes,"Budget Cuts",4,1,21,No,"High Risk"
CUST-0471,Business,Annual,51-200,62,1716.87,"Paid Ads",2023-09-22,2025-06-03,Yes,"No Longer Needed",10,4,28,No,"High Risk"
CUST-0472,Starter,Annual,11-50,5,39.44,Partner,2022-08-31,2022-12-25,Yes,"Poor Support",12,1,44,No,"High Risk"
CUST-0473,Starter,Monthly,51-200,48,233.45,"Direct Sales",2025-07-04,NULL,No,,0,7,40,No,"Low Usage Only"
CUST-0474,Professional,Annual,11-50,7,127.59,Referral,2022-11-15,2023-02-07,Yes,"Missing Features",1,5,45,No,"High Risk"
CUST-0475,Professional,Annual,1-10,1,67.15,"Paid Ads",2025-12-28,NULL,No,,11,6,30,No,"High Risk"
CUST-0476,Professional,Annual,1-10,2,77.22,"Organic Search",2025-06-14,NULL,No,,1,3,15,No,"High Risk"
CUST-0477,Professional,Monthly,51-200,67,861.1,"Direct Sales",2025-06-14,NULL,No,,11,8,76,No,"Low Risk"
CUST-0478,Business,Monthly,1-10,3,258.7,"Paid Ads",2022-02-17,2024-06-28,Yes,"Poor Support",1,1,11,No,"High Risk"
CUST-0479,Starter,Monthly,11-50,10,68.15,"Paid Ads",2023-11-06,2025-03-21,Yes,"Missing Features",2,1,21,No,"High Risk"
CUST-0480,Business,Monthly,11-50,5,318.4,"Organic Search",2023-02-08,2023-02-16,Yes,"Company Closed",8,6,34,No,"High Risk"
CUST-0481,Enterprise,Monthly,201-500,112,8807.35,"Organic Search",2024-06-21,NULL,No,,2,2,61,No,"Low NPS Only"
CUST-0482,Professional,Annual,11-50,27,329.03,"Paid Ads",2024-10-02,NULL,No,,8,6,80,No,"Low NPS Only"
CUST-0483,Starter,Annual,11-50,6,43.14,"Paid Ads",2022-02-22,2022-08-11,Yes,"Company Closed",6,1,21,No,"High Risk"
CUST-0484,Business,Monthly,11-50,29,1034.8,"Organic Search",2023-05-26,2023-06-18,Yes,"Poor Support",7,3,32,No,"High Risk"
CUST-0485,Professional,Annual,1-10,2,77.22,"Organic Search",2023-09-13,2025-03-29,Yes,"Budget Cuts",7,1,30,No,"High Risk"
CUST-0486,Starter,Monthly,51-200,25,133.4,Partner,2024-11-29,2025-01-28,Yes,"Budget Cuts",10,4,29,No,"High Risk"
CUST-0487,Starter,Monthly,1-10,7,55.1,"Social Media",2024-07-12,2025-10-03,Yes,"Missing Features",8,3,50,No,"Low NPS Only"
CUST-0488,Business,Annual,1-10,7,321.38,Partner,2022-09-21,NULL,No,,2,6,84,No,"Low NPS Only"
CUST-0489,Professional,Monthly,11-50,24,351.55,Referral,2023-07-30,2025-05-02,Yes,"No Longer Needed",15,5,26,No,"High Risk"
CUST-0490,Enterprise,Monthly,1-10,6,873.25,Referral,2022-03-27,2025-02-22,Yes,"Company Closed",11,3,19,No,"High Risk"
CUST-0491,Starter,Monthly,201-500,121,551,"Social Media",2024-06-01,2025-04-06,Yes,"Price Too High",2,6,23,No,"High Risk"
CUST-0492,Professional,Monthly,1-10,4,114.55,Referral,2022-12-04,2025-03-31,Yes,"Company Closed",15,1,27,No,"High Risk"
CUST-0493,Starter,Annual,51-200,73,290.87,"Organic Search",2025-10-06,NULL,No,,3,7,57,No,"Low Risk"
CUST-0494,Business,Monthly,500+,199,6109.3,Partner,2022-05-30,2025-09-19,Yes,"Missing Features",13,4,26,No,"High Risk"
CUST-0495,Business,Monthly,11-50,21,796,"Paid Ads",2022-08-10,2023-12-09,Yes,"No Longer Needed",4,1,13,No,"High Risk"
CUST-0496,Starter,Annual,1-10,4,35.74,Referral,2023-06-27,2023-09-11,Yes,"Price Too High",1,1,39,No,"High Risk"
CUST-0497,Enterprise,Monthly,1-10,4,723.55,"Paid Ads",2024-02-03,NULL,No,,0,6,47,No,"High Risk"
CUST-0498,Business,Annual,11-50,5,270.64,"Social Media",2025-12-24,NULL,No,,3,5,48,No,"High Risk"
CUST-0499,Business,Monthly,11-50,15,616.9,Referral,2025-03-06,NULL,No,,11,10,37,No,"Low Usage Only"
CUST-0500,Professional,Monthly,51-200,71,908.5,Referral,2025-11-28,NULL,No,,4,5,70,No,"Low NPS Only"
CUST-0501,Starter,Annual,500+,144,553.39,Partner,2023-07-30,2024-01-28,Yes,"Company Closed",6,3,45,No,"High Risk"
CUST-0502,Professional,Annual,11-50,32,379.4,Referral,2024-10-28,NULL,No,,5,9,36,No,"Low Usage Only"
CUST-0503,Enterprise,Annual,11-50,23,1823.84,"Organic Search",2025-01-20,NULL,No,,10,7,16,No,"Low Usage Only"
CUST-0504,Starter,Monthly,11-50,15,89.9,"Organic Search",2025-04-12,2025-05-08,Yes,"Budget Cuts",14,3,26,No,"High Risk"
CUST-0505,Business,Monthly,51-200,49,1631.8,Referral,2022-05-12,2023-08-04,Yes,"Budget Cuts",10,6,16,No,"High Risk"
CUST-0506,Starter,Monthly,11-50,26,137.75,"Organic Search",2024-11-08,2025-08-25,Yes,"No Longer Needed",12,2,26,No,"High Risk"
CUST-0507,Business,Annual,11-50,35,1031.82,Partner,2025-04-21,NULL,No,,2,6,70,Yes,"Low NPS Only"
CUST-0508,Starter,Annual,51-200,54,220.62,Referral,2022-03-10,2022-11-09,Yes,"Company Closed",3,2,33,No,"High Risk"
CUST-0509,Starter,Monthly,500+,56,268.25,Referral,2023-05-12,2023-07-04,Yes,"Switched Competitor",12,2,17,No,"High Risk"
CUST-0510,Business,Monthly,11-50,27,975.1,Referral,2024-08-26,2025-04-07,Yes,"Switched Competitor",9,2,24,No,"High Risk"
CUST-0511,Professional,Monthly,11-50,25,363.4,"Paid Ads",2025-09-23,NULL,No,,6,4,30,No,"High Risk"
CUST-0512,Starter,Annual,51-200,26,117.09,Referral,2023-01-17,2023-06-08,Yes,"Budget Cuts",15,2,36,No,"High Risk"
CUST-0513,Professional,Annual,1-10,8,137.66,Referral,2024-01-20,2024-02-01,Yes,"Company Closed",6,5,13,No,"High Risk"
CUST-0514,Business,Monthly,201-500,68,2198.95,"Paid Ads",2024-01-27,2024-06-19,Yes,"Budget Cuts",15,1,19,No,"High Risk"
CUST-0515,Enterprise,Monthly,1-10,2,573.85,"Organic Search",2022-04-01,NULL,No,,7,8,28,No,"Low Usage Only"
CUST-0516,Business,Monthly,51-200,42,1422.85,Partner,2024-11-16,NULL,No,,10,2,17,No,"High Risk"
CUST-0517,Professional,Monthly,51-200,59,766.3,"Social Media",2024-04-30,2024-10-14,Yes,"Company Closed",12,4,42,No,"High Risk"
CUST-0518,Starter,Annual,11-50,21,98.6,"Paid Ads",2025-05-20,NULL,No,,4,7,71,No,"Low Risk"
CUST-0519,Business,Annual,11-50,34,1006.44,"Paid Ads",2022-08-18,NULL,No,,10,4,84,No,"Low NPS Only"
CUST-0520,Professional,Monthly,11-50,31,434.5,"Paid Ads",2022-06-12,2024-04-30,Yes,"Switched Competitor",10,4,20,No,"High Risk"
CUST-0521,Enterprise,Monthly,1-10,4,723.55,"Organic Search",2024-08-01,2025-05-10,Yes,"Company Closed",5,6,31,No,"High Risk"
CUST-0522,Enterprise,Monthly,1-10,7,948.1,"Direct Sales",2023-06-26,NULL,No,,0,5,83,No,"Low NPS Only"
CUST-0523,Business,Monthly,1-10,7,378.1,Partner,2024-01-07,2025-04-26,Yes,"Missing Features",0,1,36,No,"High Risk"
CUST-0524,Professional,Monthly,51-200,59,766.3,Partner,2022-02-07,NULL,No,,2,7,51,No,"Low Risk"
CUST-0525,Enterprise,Annual,1-10,1,424.15,"Paid Ads",2022-08-01,NULL,No,,2,1,65,No,"Low NPS Only"
CUST-0526,Professional,Monthly,1-10,8,161.95,"Paid Ads",2023-05-01,2023-06-24,Yes,"Budget Cuts",3,1,27,No,"High Risk"
CUST-0527,Business,Annual,201-500,50,1412.4,"Paid Ads",2025-10-13,NULL,No,,12,5,91,No,"Low NPS Only"
CUST-0528,Starter,Monthly,1-10,7,55.1,Referral,2023-12-16,2025-08-02,Yes,"Company Closed",6,3,36,No,"High Risk"
CUST-0529,Business,Annual,51-200,49,1387.03,Referral,2025-02-26,NULL,No,,12,9,82,No,"Low Risk"
CUST-0530,Enterprise,Monthly,11-50,31,2744.5,Partner,2023-04-28,NULL,No,,11,3,15,No,"High Risk"
CUST-0531,Professional,Monthly,11-50,20,304.15,"Organic Search",2023-08-12,NULL,No,,10,1,76,No,"Low NPS Only"
CUST-0532,Starter,Annual,51-200,67,268.69,Partner,2024-08-19,NULL,No,,3,6,55,No,"Low NPS Only"
CUST-0533,Enterprise,Monthly,201-500,85,6786.4,"Direct Sales",2024-07-17,NULL,No,,4,7,54,Yes,"Low Risk"
CUST-0534,Starter,Monthly,1-10,2,33.35,"Organic Search",2023-06-17,2023-07-27,Yes,"Company Closed",13,2,17,No,"High Risk"
CUST-0535,Enterprise,Annual,201-500,52,3668.9,Referral,2024-07-25,NULL,No,,9,7,93,No,"Low Risk"
CUST-0536,Starter,Annual,51-200,58,235.41,"Social Media",2022-11-05,2022-11-06,Yes,"Company Closed",4,5,20,No,"High Risk"
CUST-0537,Starter,Monthly,11-50,26,137.75,"Paid Ads",2023-06-14,2023-06-14,Yes,"Price Too High",0,3,23,No,"High Risk"
CUST-0538,Professional,Monthly,1-10,8,161.95,"Paid Ads",2025-05-04,2025-08-08,Yes,"Price Too High",5,2,49,No,"High Risk"
CUST-0539,Business,Annual,51-200,20,651.23,"Social Media",2024-05-25,NULL,No,,8,9,90,No,"Low Risk"
CUST-0540,Starter,Monthly,51-200,68,320.45,"Paid Ads",2024-09-04,2025-05-10,Yes,"No Longer Needed",9,4,50,No,"Low NPS Only"
CUST-0541,Professional,Monthly,201-500,30,422.65,Referral,2023-08-28,2024-11-10,Yes,"Budget Cuts",8,1,50,No,"Low NPS Only"
CUST-0542,Starter,Monthly,11-50,28,146.45,"Direct Sales",2025-10-24,NULL,No,,7,1,91,No,"Low NPS Only"
CUST-0543,Enterprise,Annual,1-10,1,424.15,Partner,2022-11-05,2025-05-10,Yes,"No Longer Needed",9,3,24,No,"High Risk"
CUST-0544,Business,Annual,11-50,16,549.74,Referral,2023-12-30,NULL,No,,4,3,25,No,"High Risk"
CUST-0545,Starter,Monthly,1-10,1,29,Referral,2022-05-04,2022-12-14,Yes,"Price Too High",14,2,10,No,"High Risk"
CUST-0546,Professional,Monthly,11-50,11,197.5,"Direct Sales",2023-09-12,2024-04-25,Yes,"Company Closed",12,2,10,No,"High Risk"
CUST-0547,Enterprise,Monthly,1-10,2,573.85,"Organic Search",2023-01-10,2025-02-18,Yes,"Poor Support",10,3,22,No,"High Risk"
CUST-0548,Business,Monthly,11-50,31,1094.5,"Paid Ads",2022-11-24,NULL,No,,1,6,49,No,"High Risk"
CUST-0549,Starter,Annual,11-50,30,131.88,Partner,2022-03-20,2022-04-05,Yes,"Company Closed",7,1,28,No,"High Risk"
CUST-0550,Starter,Monthly,11-50,31,159.5,"Organic Search",2024-04-25,2024-09-02,Yes,"No Longer Needed",1,6,33,No,"High Risk"
CUST-0551,Professional,Annual,500+,187,1940.63,"Paid Ads",2025-10-08,NULL,No,,1,3,53,No,"Low NPS Only"
CUST-0552,Starter,Monthly,11-50,9,63.8,"Direct Sales",2025-03-10,NULL,No,,9,3,22,No,"High Risk"
CUST-0553,Starter,Annual,201-500,135,520.12,"Social Media",2024-10-01,NULL,No,,10,4,86,No,"Low NPS Only"
CUST-0554,Starter,Annual,51-200,39,165.16,"Paid Ads",2022-02-17,2022-09-10,Yes,"Company Closed",8,6,18,No,"High Risk"
CUST-0555,Business,Annual,11-50,29,879.58,Referral,2022-07-28,NULL,No,,2,5,71,No,"Low NPS Only"
CUST-0556,Business,Monthly,500+,182,5601.85,"Paid Ads",2025-07-25,2025-07-28,Yes,"Company Closed",4,1,21,No,"High Risk"
CUST-0557,Starter,Monthly,201-500,82,381.35,Referral,2025-10-11,NULL,No,,1,6,33,No,"High Risk"
CUST-0558,Business,Monthly,201-500,74,2378.05,"Organic Search",2025-04-25,NULL,No,,0,9,71,Yes,"Low Risk"
CUST-0559,Professional,Annual,11-50,30,359.25,Partner,2022-11-27,2023-09-11,Yes,"Budget Cuts",11,1,26,No,"High Risk"
CUST-0560,Starter,Monthly,11-50,6,50.75,"Organic Search",2024-08-12,2025-06-24,Yes,"Price Too High",9,1,45,No,"High Risk"
CUST-0561,Enterprise,Monthly,11-50,17,1696.6,"Organic Search",2023-07-21,NULL,No,,9,3,41,No,"High Risk"
CUST-0562,Business,Monthly,51-200,30,1064.65,Referral,2025-10-12,NULL,No,,6,10,17,No,"Low Usage Only"
CUST-0563,Starter,Monthly,1-10,8,59.45,"Organic Search",2024-11-09,2025-05-14,Yes,"Switched Competitor",3,5,27,No,"High Risk"
CUST-0564,Professional,Monthly,1-10,8,161.95,"Paid Ads",2025-03-17,NULL,No,,10,10,78,No,"Low Risk"
CUST-0565,Business,Monthly,1-10,6,348.25,Referral,2023-10-27,2025-11-02,Yes,"Price Too High",10,1,19,No,"High Risk"
CUST-0566,Professional,Monthly,1-10,8,161.95,"Organic Search",2022-08-24,2022-09-23,Yes,"Budget Cuts",1,3,15,No,"High Risk"
CUST-0567,Starter,Annual,11-50,27,120.78,"Direct Sales",2024-06-22,2024-08-18,Yes,"Budget Cuts",10,4,11,No,"High Risk"
CUST-0568,Starter,Annual,51-200,50,205.83,Referral,2025-05-25,NULL,No,,5,8,66,No,"Low Risk"
CUST-0569,Professional,Monthly,11-50,13,221.2,"Organic Search",2025-05-31,NULL,No,,5,5,53,No,"Low NPS Only"
CUST-0570,Business,Annual,11-50,23,727.34,"Organic Search",2024-05-07,NULL,No,,2,5,19,No,"High Risk"
CUST-0571,Starter,Monthly,1-10,2,33.35,Referral,2022-02-06,2022-02-14,Yes,"Switched Competitor",15,1,15,No,"High Risk"
CUST-0572,Starter,Monthly,1-10,3,37.7,"Social Media",2022-11-08,2023-08-16,Yes,"Switched Competitor",6,5,33,No,"High Risk"
CUST-0573,Professional,Annual,51-200,34,399.54,Partner,2022-08-16,NULL,No,,6,5,39,No,"High Risk"
CUST-0574,Enterprise,Monthly,51-200,78,6262.45,"Paid Ads",2023-10-05,NULL,No,,1,9,50,Yes,"Low Risk"
CUST-0575,Business,Annual,51-200,38,1107.93,Referral,2025-11-09,NULL,No,,11,8,26,No,"Low Usage Only"
CUST-0576,Starter,Annual,1-10,4,35.74,Partner,2024-05-26,2024-06-14,Yes,"Price Too High",1,5,35,No,"High Risk"
CUST-0577,Starter,Annual,201-500,123,475.74,"Paid Ads",2022-08-18,2023-08-30,Yes,"Price Too High",5,3,22,No,"High Risk"
CUST-0578,Professional,Monthly,500+,74,944.05,"Organic Search",2024-03-08,2025-10-26,Yes,"Missing Features",9,3,38,No,"High Risk"
CUST-0579,Professional,Monthly,11-50,9,173.8,"Direct Sales",2025-09-22,NULL,No,,8,8,74,No,"Low Risk"
CUST-0580,Professional,Monthly,201-500,33,458.2,Referral,2024-03-20,2024-09-30,Yes,"Price Too High",13,2,39,No,"High Risk"
CUST-0581,Business,Monthly,201-500,105,3303.4,"Direct Sales",2024-11-10,NULL,No,,0,8,75,Yes,"Low Risk"
CUST-0582,Professional,Monthly,11-50,35,481.9,Partner,2023-11-19,2025-07-16,Yes,"Poor Support",0,2,32,No,"High Risk"
CUST-0583,Professional,Monthly,1-10,4,114.55,"Social Media",2025-06-17,2025-06-19,Yes,"Price Too High",3,5,50,No,"Low NPS Only"
CUST-0584,Business,Monthly,11-50,18,706.45,"Organic Search",2025-10-26,NULL,No,,0,1,37,No,"High Risk"
CUST-0585,Business,Monthly,11-50,5,318.4,"Direct Sales",2023-11-16,NULL,No,,0,4,77,Yes,"Low NPS Only"
CUST-0586,Starter,Monthly,201-500,116,529.25,"Paid Ads",2025-10-11,NULL,No,,6,3,68,No,"Low NPS Only"
CUST-0587,Business,Monthly,1-10,1,199,Referral,2022-09-04,NULL,No,,2,6,84,Yes,"Low NPS Only"
CUST-0588,Business,Monthly,11-50,33,1154.2,"Organic Search",2023-01-17,2025-07-19,Yes,"Switched Competitor",1,3,37,No,"High Risk"
CUST-0589,Starter,Annual,1-10,7,46.83,Referral,2023-11-21,2024-07-08,Yes,"Budget Cuts",11,1,18,No,"High Risk"
CUST-0590,Starter,Monthly,11-50,21,116,"Organic Search",2023-09-20,2023-11-21,Yes,"No Longer Needed",11,3,16,No,"High Risk"
CUST-0591,Business,Monthly,11-50,6,348.25,"Organic Search",2023-11-22,NULL,No,,1,2,27,Yes,"High Risk"
CUST-0592,Professional,Monthly,11-50,6,138.25,Partner,2022-10-02,2024-02-13,Yes,"Poor Support",5,3,11,No,"High Risk"
CUST-0593,Business,Monthly,51-200,47,1572.1,"Organic Search",2023-02-07,NULL,No,,1,9,27,No,"Low Usage Only"
CUST-0594,Business,Annual,51-200,76,2072.09,"Organic Search",2022-12-14,2023-04-10,Yes,"Price Too High",4,2,35,No,"High Risk"
CUST-0595,Business,Monthly,11-50,11,497.5,"Organic Search",2023-04-11,2024-11-14,Yes,"Missing Features",3,3,48,No,"High Risk"
CUST-0596,Professional,Annual,11-50,32,379.4,Referral,2024-12-05,NULL,No,,3,6,65,Yes,"Low NPS Only"
CUST-0597,Professional,Annual,201-500,106,1124.76,"Direct Sales",2023-06-25,NULL,No,,3,3,57,No,"Low NPS Only"
CUST-0598,Starter,Monthly,201-500,84,390.05,"Organic Search",2023-09-05,NULL,No,,3,4,67,No,"Low NPS Only"
CUST-0599,Professional,Annual,11-50,18,238.38,"Organic Search",2023-06-30,NULL,No,,11,4,50,No,"Low NPS Only"
CUST-0600,Starter,Monthly,500+,87,403.1,Partner,2025-11-15,NULL,No,,10,10,70,No,"Low Risk"
